"Normal","Status"
"astra international asi catat laba bersih persero drop banding catat laba saham dasar turun catat turun laba bersih astra sebab turun dapat bersih periode manajemen dapat laba bersih grup astra grup turun akibat dampak pandemi covid upaya tanggulang grup operasi kondisi tantang ketidakpastian pandemi laba bersih saham turun untung jual saham permata turun kerja astra sebab jual mobil turun pangsa pasar alai turun jual sepeda motor turun pangsa pasar tingkat industri jasa uang anak usaha astra tingkat provisi rugi kredit anak usaha tambang turun harga batu bara pengaruh jual alat berat volume kontraktor tambang pengaruh dapat persero sektor agribisnis anak usaha persero untung harga minyak kelapa sawit posisi neraca uang dana kuat","negatif"
"induk usaha konglomerasi grup astra astra international asi lapor kerja uang gembira laba bersih persero drop banding catat turun laba bersih astra sebab turun dapat bersih periode dapat laba bersih grup astra grup turun akibat dampak pandemi covid upaya tanggulang grup operasi kondisi tantang ketidakpastian pandemi presiden astra djony bunarto tjondro siar pers persero sore djony kondisi prediksi dampak pandemi kerja grup penuh tantang ketidakpastian terima kasih segenap karyawan kerja keras dedikasi profesionalisme laba bersih saham turun untung jual saham permata turun kerja astra sebab jual mobil turun pangsa pasar alai turun jual sepeda motor turun pangsa pasar meningkatselain industri jasa uang anak usaha astra tingkat provisi rugi kredit anak usaha tambang turun harga batu bara pengaruh jual alat berat volume kontraktor tambang pengaruh dapat persero sektor agribisnis anak usaha persero untung harga minyak kelapa sawit posisi neraca uang dana kuat","negatif"
"indeks harga saham gabung ihsg teaksa tutup zona merah dagang optimisme stimulus amerika serikat sentimen bentuk induk holding biaya mikro indeks acu bursa nasional tutup lemah level picu aksi profit taking investor nilai transaksi baik rendah banding dagang hari januari kisar nilai transaksi capai investor asing aksi jual bersih net sell pasar reguler pasar tunai negosiasi asing aksi beli bersih net buy teantau saham kuat saham koreksi sisa stagnan investor asing jual bersih net sell saham astra international asi saham indofood cbp icbp beli bersih investor asing net buy saham rakyat bbri saham bbca saham bbri kuat muncul rencana gabung bri gadai persero modal nasional madani persero pnm bentuk holding ekosistem ultra mikro bentuk holding awal terbit saham hak mes efek hmetd rights issue bri holding tuju rights issue bri negara ambil alih sahan seri pnm gadai bri menteri uang sri mulyani indrawati rapat kerja komisi xi dpr virtual harap sepakat rencana stimulus tingkat senat dpr lolos resolusi anggar proses rekonsiliasi mulus presiden joe biden keluar stimulus nila","negatif"
"astra international catat kerja muas sembilan emiten kode asi catat turun sisi top line bottom line nya kutip lapor uang kuartal iii audit asi kantong dapat bersih turun year year yoy banding periode capai laba diatribusikan milik entitas induk kikis laba untung jual saham permata untung jual saham permata kecuali laba bersih asi tekan yoy laba bersih asi amat kondisi analis senior csa research institute reza priyambada kerja asi tekan topang asal segmen otomotif alat berat tekan sumber utama alami ganggu kondisi imbas kerja unit kontribusi reza kutip resmi asi rilis otomotif alat berat tekan jual mobil astra januari september turun jual astra sepeda motor honda turun sembilan unit sisi komponen otomotif alami tekan sumbang rugi bersih kuartal catat laba alat berat lesu sembilan cermin kerja united tractors untr alami turun laba bersih ihsg stagnan likuiditas limpah","negatif"
"jual mobil astra international asi baik kutip data gabung industri kendara motor gaikindo jual mobil asi tingkat juni periode agustus jual mobil asi tumbuh banding banding juli jual mobil asi unit head investor relation astra international tira ardianti batas sosial skala psbb longgar alih periode psbb transisi pasar mobil sinyal baik salah indikator naik volume bulan jual gaikindo kutip data gaikindo jual mobil nasional alami tumbuh juni jual mobil nasional catat unit naik bulan mei unit juli jual naik unit periode agustus hasil naik unit kait laku psbb wilayah dki tira evaluasi kait dampak bijak ketat psbb jalan  kait dampak evaluasi  tira tira asi milik ubah proyeksi target jual asi ikut proyeksi gaikindo prediksi total jual mobil nasional unit turun dus tingkat tumbuh jual mobil grup astra proyeksi jalan kira gaikindo turun banding kutip data gaikindo jual mobil konsolidasi grup astra capai unit jual mobil nasional capai unit pandemi covid pukul jual mobil asi agustus jual mobil asi unit koreksi banding realisasi jual grup astra delapan capai unit ihsg setir fundamental berita","negatif"
"laku batas sosial skala psbb imbas kerja astra international asi boy kelana soebroto head coorate communication asi terap psbb dampak terap psbb terap april silam gambar psbb batas gera dampak negatif jual otomotif asi april mei akibat teaksa tutup diler diler henti proses produksi kendara pabrik pabrik astra international buku tingkat produksi juli dasar catat jual kendara roda segmen wholesale jual pabrik diler tingkat mom juli jual segmen ritel jual diler konsumen naik bulan unit tahan kerja sambung asi fokus kendali biaya lindung arus kas usaha tinjau proyek investasi jalan tunda proyek proyek kritikal prioritas sehat karyawan mang penting kait pandemi covid koordinasi intensif perintah pusat daerah tutup","negatif"
"astra international asi mangkas alokasi belanja modal capital expenditure capex iring turun kerja usaha akibat dampak pandemi covid head coorate investor relations astra international tira ardianti persero potong paruh persen anggar capex bilang astra alokasi tahun capex potong paruh tira konferensi pers virtual tira total belanja modal alokasi persero serap persen belanja modal potong belanja modal langkah ambil astra tahan pandemi minta turun iring lemah ekonomi nasional global situasi pandemi jaga tingkat arus kas kam salah satu kelola biaya masuk kurang belanja modal tira kerja uang astra semester teengaruh pandemi buku laba bersih nilai naik persen banding periode lantar topang hasil jual saham permata jual laba bersih astra turun persen semester iring anjlok laba jual saham permata kerja dapat persero turun persen banding periode dapat astra catat kerja uang astra utama pengaruh anjlok jual mobil persen sepeda motor persen semester pengaruh harga batu bara turun tekan jual alat berat volume kontraktor tambang sektor agribisnis alami naik topang tumbuh harga minyak kelapa sawit cpo","negatif"
"astra international asi tren jual produk otomotif turun perintah longgar psbb geliat ekonomi market mobil motor turun longgar psbb tren jual tingkat head investor relations astra international tira ardianti webinar jual otomotif teukul kuartal perintah terap psbb tangan pandemi covid periode jual mobil anjlok persen sepeda motor turun persen kuartal perintah longgar psbb juni pasuk kuartal iii jual produk otomotif astra aku tingkat bawah level jual kondisi normal jual mobil capai unit juli naik persen banding unit longgar psbb tren jual tingkat kuartal psbb bilang jual banding kuartal tingkat jual tira jual otomotif astra kondisi normal iring kira asosiasi industri sepeda motor aisi total market motor unit koreksi persen proyeksi gabung industri kendara motor gaikindo jual mobil persen rendah astra target jual turun ikut tren pasar persen prediksi marketnya turun persen mobil unit sepeda motor unit pungkas","negatif"
"astra international asi catat dapat kuartal nilai turun dapat periode laba bersih asi turun year year kuartal presiden astra international asi prijono sugiarto susut kerja kuartal lantar turun harga batubara lemah percaya konsumen turun kerja akibat pandemi covid  terap tindak tindak batas tanggulang pandemi kondisi hadap sulit dampak kerja grup astra april  tulis prediksi kondisi tahan sambung grup astra milik posisi uang kuat memitigasi risiko situasi tantang dirinci laba bersih otomotif grup astra tingkat sebab tingkat margin operasi untung transaksi mata uang asing imbang turun jual mobil unit kuartal menkes budi teken beleid vaksinasi mandiri poin lengkap tarif distribusi","negatif"
"dampak pandemi covid turun harga komoditas katalis negatif tekan kerja astra international asi periode triwulan konsolidasi grup astra buku laba bersih turun periode dapat bersih asi catat turun presiden astra internasional prijono sugiarto turun kerja persero konsolidasi sebab turun harga batu bara lemah percaya konsumen kondisi prijono tahan dampak pandemi covid tambah berat terap tindak tindak batas tanggulang pandemi kondisi hadap sulit dampak kerja grup astra april prijono sugiarto pers turun laba bersih astra imbas turun laba bersih saham saham maret saham dirinci turun laba bersih astra sebab kontribusi rendah alat berat tambang konstruksi energi turun tingkat kontribusi divisi agribisnis divisi infrastruktur logistik laba bersih otomotif grup astra naik sebab tingkat margin operasi untung translasi mata uang asing imbang turun jual mobil unit pangsa pasar tingkat jual sepeda motor astra honda motor ahm turun unit tingkat pangsa pasar jasa uang astra catat tingkat sokong portofolio biaya tingkat biaya konsumen imbang tingkat provisi rugi pinjam permata bnli laba kontribusi divisi alat berat tambang konstruksi energi grup astra turun turun jual alat berat volume kontraktor tambang imbas harga batu bara turun tingkat rugi kontraktor agribisnis grup astra untung naik harga minyak kelapa sawit kontribusi laba sektor infrastruktur logistik grup astra catat tingkat material tingkat dapat jalan tol labuh sektor laba bersih divisi teknologi informasi grup astra catat alami turun sebab turun dapat tingkat biaya operasional solusi dokumen layan jasa kantor astra graphia astra graphia divisi properti grup astra catat tingkat laba bersih tingkat huni menara astra laba aku asya residences","negatif"
"pandemi virus corona covid global sebab guncang ekonomi domestik dampak lesu jual sektor otomotif head investor relations astra international asi tira ardianti jual kendara grup astra turun akibat pandemi virus corona bijak perintah harus orang batas temu fisik bijak rumah jadi beli kendara turun drastis jual kendara kena dampak pandemi covid kira jual turun asumsi sebar turun tekan kondisi pelan pelan baik tira astra target proyeksi jual kendara situasi pandemi corona tanah air kembang pasuk musim ramadan lebaran jatuh periode april mei tren jual tahun kendara motor turun sulit prediksi jual dampak lihat terap social distancing tengah maret tira informasi konsolidasi astra buku laba bersih naik periode dapat asi alami turun turun sebab turun dapat divisi otomotif agribisnis kerja grup imbas lemah konsumsi domestik rendah harga harga komoditas untung tingkat kerja jasa uang kontribusi emas grup akuisisi prijono sugiarto presiden astra siar pers astra dampak rasa pabrikan pabrik motor mobil kompak mangkas produksi henti giat produksi april dampak beengaruh jual turun sekretaris jenderal asosiasi industri sepeda motor aisi budianto aku anggota teukul pandemi bulan dampak signifikan produksi jalan sesuai minta pasar wfh rumah stop line line line henti inti atur kapasitas produksi sesuai","negatif"
"akibat ganjal virus corona kerja astra international asi alami turun tajam head investor relations asi tira ardianti jual otomotif alami turun akibat rebak wabah virus corona alias covid kira dasar realisasi jual kendara roda lapang cabang jual jual turun kutip turun batas sosial tiga maret turun imbas orang kurang aktivitas rumah aktivitas ekonomi turun gabung industri kendara motor gaikindo jual mobil tembus unit tira target relevan kondisi tira target jual mobil astra asi jaga pangsa pasar minimal market share astra international tingkat kondisi analis bahana sekuritas anthony yunus revisi kira volume jual mobil nilai jual mobil nasional turun banding kira unit hadap tekan asi disiplin finansial usaha tekan belanja operasional modal anthony tekan dapat asi turun kira laba bersih turun stimulus perintah masyarakat kalang usaha harap tahan gejolak ekonomi sentimen positif hampir asi anthony tahan rekomendasi buy saham asi target harga saham wardi","negatif"
"astra international asi catat turun jual mobil januari optimistis kondisi baik dasar data gabung industri kendara motor gaikindo olah asi total jual mobil januari capai unit banding jual januari angka turun persen turun jual asi catat banding jual merek non astra januari kumulasi jual non astra mitsubishi suzuki honda capai unit turun persen pangsa pasar asi turun persen januari persen","negatif"
"manajemen astra international asi nyata kait bakar salah lantai menara astra pagi kelola menara astra tangan sumber kepul asap kait berita muncul media klarifikasi kepul asap salah lantai menara astra kelola menara astra tangan sumber kepul asap head corcomm astra international boy kelana soebroto menara astra operasi boy bakar menara astra pusat bakar lantai gedung kantor pusat astra bakar menara astra lantai jalan jendral sudirman kavling sumber informasi ruang spa tugas damkar jujung hubung detik informasi bakar terima wib unit madam turun sebab tidak korban jiwa bakar wib bakar ruang sauna lantai padam asap tebal lokasi madam selesai wib api padam tugas call center sudin damkar pusar hasanudin wartawan kutip detik mobil madam bakar pantaun tim detikcom unit mobil ambulans palang merah pusat unit mobil ambul milik pemprov dki tearkir menara masyarakat teantau nikmat car free day ruas jalan jenderal sudirman selang menit mobil milik polres metro pusat menara orang mobil tulis olah tkp identifikasi polres metro jakpus masuk menara","negatif"
"harga saham astra international asi zona merah dagang koreksi dagang kemarin naik harga minyak salah katalis harga saham saham sektor manufaktur alami tekan dasar data bursa efek bei harga saham asi wib turun level harga unit volume dagang saham capai unit nila dagang kemarin harga saham asi alami koreksi harga minyak mentah cetak rekor tinggi oktober konflik amerika serikat iran harga minyak mentah kontrak brent turun level barel minyak mentah kontrak acu wti koreksi level barel harga minyak lesat hubung iran panas kisruh dekade iran seruak muka tewas jenderal karismatik pimpin quds force qasem soleimani pekan tegang prediksi dorong naik harga minyak dunia naik harga minyak dunia hitung laku pasar salah komponen tingkat beban operasional beotensi ganggu oleh bottom line","negatif"
"tumbuh volume jual mobil astra international bulan sentimen positif laju saham emiten sandi asi dasar data bloomberg saham asi tutup kuat poin poin level saham dagang kepala riset koneksi kapital alfred nainggolan kendati januari september jual mobil astra international koreksi jual september tunjuk hasil banding jual mobil asi september catat unit kendara banding realisasi jual september unit  naik saham surise september baik growth hasil jual industri lemah  rilis data jual september saham asi milik katalis positif naik harga saham pasal dagang oktober saham asi catat tutup zona merah dagang kuat dagang tutup stagnan oktober asi kuat tipis  tren turun suku bunga pasar ekspektasi oktober saham asi koreksi  nilai jual mobil asi catat stagnan banding realisasi prospek jual mobil kuartal iv turut kerja jual mobil kuartal iv tutup target peluang jual mobil semester tahan  saham asi tekan ruang downside risk nya upside nya bagus asi rekomendasi beli  jual beotensi baik kepala riset infovesta utama wawan hendrayana rilis data jual september respons laku pasar modal hasil tunjuk jual asi turut laku pasar berekspektasi lemah jual lanjut hasil rilis tingkat banding jual agustus rendah  katalis positif kerja astra depan  harga saham asi wawan nilai harga saham kategori harga murah jalan asi koreksi rasio harga laba price earnings ratio asi level kali fundamental persero saham asi layak koleksi  tarik investor koleksi target jangka pendek ","negatif"
"lesu jual mobil astra international usaha kode saham asi catat turun laba persen semester periode januari juni jual mobil astra turun persen banding periode unit jalan turun jual mobil nasional turun persen unit turun sebab laba bersih usaha segmen otomotif capai turun persen banding periode januari juni  laba bersih divisi otomotif grup turun persen sebab turun volume jual mobil tingkat biaya material aktivitas manufaktur utama astra international prijono sugiarto nyata resmi jual sepeda motor honda astra tingkat persen banding periode unit komponen otomotif astra otoparts aop catat tingkat laba bersih persen tingkat sebab naik dapat segmen pasar suku cadang ganti rem replacement market ekspor turun laba bersih segmen otomotif usaha buku laba bersih nila periode laba bersih usaha capai","negatif"
"laba astra international semester catat koreksi persen sektor agribisnis otomotif milik persero tekan utama koreksi laba entitas induk lapor keungan publikasi persero dapat bersih konsolidasi emiten kode saham asi periode semester tingkat persen tingkat dapat divisi alat berat tambang konstruksi energi divisi jasa uang kendati laba bersih asi turun persen semester banding catat nila utama astra international prijono sugiarto resmi turun sebab turun kontribusi divisi otomotif agribisnis turun tingkat kontribusi divisi jasa uang infrastruktur logistik alat berat tambang konstruksi energi  kerja grup astra semester pengaruh lesu konsumsi domestik tren turun harga harga komoditas untung tingkat kerja jasa uang kontribusi emas akuisisi  dasar segmen laba bersih segmen otomotif gerus persen semester sektor agribisnis turun persen teknologi informasi turun persen properti turun persen segmen alat berat tambang konstruksi energi tingkat persen segmen jasa uang tingkat persen segmen infrastruktur logisiktik tumbuh lesat laba bersih divisi otomotif grup turun persen sebab turun volume jual mobil tingkat biaya material aktivitas manufaktur jual mobil astra turun persen unit jual mobil nasional turun persen unit pangsa pasar astra tingkat persen persen model model revamped luncur periode laba bersih divisi agribisnis grup turun persen astra agro lestari aali persen saham milik persero lapor turun laba bersih persen sebab penurunah harga minyak kelapa sawit lemah harga minyak kelapa sawit persen kilogram banding volume jual minyak kelapa sawit produk turun tingkat persen ton  prospek tantang kondisi kondisi lanjut  prijono harga saham asi catat naik persen dagang lembar","negatif"
"saham astra international asi tutup lemah dagang jalan rilis data jual mobil semester susut tahun unit mobil dasar data bloomberg tutup dagang saham kode asi tutup lemah poin level saham asi tekan utama gera indeks harga saham gabung ihsg dasar kapital pasar kepala riset koneksi kapital alfred nainggolan asi hasil kerja jual beengaruh kerja persero turut data jual perhati laku pasar gambar kerja persero iya turun rilis data data volume jual mobil lemah saham asi sebab faktor teknikal lemah emiten sektor indomobil sukses internasional imas lemah poin level serentak asi imas kerja pasar bobot investor kerja jual pungkas jalan asi koreksi akibat kapital pasar susut","negatif"
"volume jual mobil astra international semester catat alami turun banding dasar data gabung industri kendara motor gaikindo kutip astra international jual unit mobil januari juni realisasi rendah banding volume jual semester unit kendati jual mobil emiten kode saham asi rendah banding kondisi jual industri periode jual mobil negeri catat unit turun banding unit jual mobil asi rendah catat juni unit mobil jual mobil maret catat unit jual pangsa pasar market share asi juni turun catat merek toyota jual astra unit susul daihatsu isuzu unit peugeot unit","negatif"
"kerja jual mobil astra international mei lesu mei emiten kode saham asi jual unit mobil catat rendah banding catat jual mobil unit mobil banding jual mobil asi rendah jual catat unit kuasa pasar market share mei alami turun catat kuasa pasar jual mobil head investor relation astra international tira ardianti jual rendah mei banding sebab faktor libur lebaran dampak juni  situasi politik mei dampak giat ganggu demonstrasi hasil pilpres  pekan semester faktor pengaruh pasar otomotif negeri turut periode daya beli masyarakat lemah tren turun harga komoditas beengaruh pasar otomotif negeri  faktor beengaruh situasi politik orang usaha ambil sikap wait see berani belanja  periode tira persero sulit prediksi kondisi pasar otomotif negeri pasal makroekonomi global ketidakpastian volatilitas harga komoditas perhati persero waspada  harap situasi baik tumbuh lampau tumbuh gdp gross domestic product  imbuh lemah segmen otomotif asi segmen lainnnya milik astra jadi tulang punggung tingkat kerja persero  situasi dinamis gantung daya beli konsumen tren harga komoditas  pungkas","negatif"
"jual mobil astra international februari catat turun dasar data rilis gabung industri kendara motor gaikindo jual mobil astra februari catat unit angka catat turun persen banding banding jual januari capai turun persen jual mobil pasar low cost green car lcgc astra alami tingkat februari januari tingkat persen  jual februari rendah banding januari kerja  tira turun jual mobil banding sebab dampak sesuai pabrik produksi varian new avanza xenia varian jual pangsa pasar otomotif negeri tengah januari silam  model langsung push produksi evaluasi demand nya paralel sesuai alokasi pabrik untik produksi sesuai hasil evaluasi  lapor tulis market share emiten kode saham asi pangsa pasar jual mobil tanah air angka revisi gaikindo tira market share asi februari kisar angka  revisi angka januari nambah unit salah januari market share  pungkas","negatif"
"jakartasaham astra internasional tutup lemah poin level dagang sesi saham asi tekan utama laju ihsg koreksi poin level ihsg bursa saham kompak lemah respons kembang kini kembang selesai sengketa dagang china fundamental kerja asi oleh dapat bersih tumbuh yoy kerja positif bawa persero catat laba bersih naik asi andal segmen otomotif lini utama topang kerja usaha share total laba bersih performa otomotif alami koreksi yoy valuasi saham asi diskon forward pe ratio kali standar deviasi historis forward pe ratio kali saham asi relatif outperform banding indeks sektor industri milik pe ratio kali teknikal analisis candlestick saham asi bentuk bearish haram pattern indikasi lemah indikator stochastic oscillator relative strength index posisi oversold saham asi coba kuat batas uji resistance dekat saham asi gerak rentang dagang anida ul masruroh analis resources center","negatif"
"sektor industri merosot pimpin mayoritas sektor tekan gera indeks harga saham gabung ihsg dagang pagi dasar data bloomberg ihsg turun poin level wib gelincir zona merah buka koreksi poin level sektor industri lemah pimpin gera sektor zona merah sektor properti naik kuat sektor batas koreksi ihsg wib gera ihsg teantau lemah poin level wib dagang pagi ihsg gerak level sektor industri merosot catat turun besar tujuh sektor susul sektor finansial turun sektor industri dasar infrastruktur gerak wilayah positif gelincir zona merah sektor tani properti teantau tahan zona hijau naik saham gerak kuat saham gerak lemah saham stagnan saham daftar bursa efek saham asi bmri bbca cpin unvr tekan utama lemah ihsg wib gera sektor ihsg wib sektor ubah industri finansial industri dasar dagang konsumer infrastruktur tani properti","negatif"
"jakartakinerja saham astra international tekan dagang jalan gera nilai tukar rupiah lemah dagang posisi nilai tukar rupiah dolar buka lemah level lemah krisis uang saham asi buka lemah poin level lanjut koreksi tutup dagang pekan kondisi alami pasar cermin lemah ihsg awal dagang koreksi poin level krisis turki tekan eksternal warna dagang asal krisis argentina negara naik suku bunga acu tahan lemah peso dolar argentina ancam default sovereign debt utang negeri perintah capai gdp investor ambil langkah safe sikap situasi kini pasar bayang aksi jual dagang saham asi milik valuasi bilang murah diskon forward pe ratio kali historis forward pe ratio kali saham asi relatif murah banding indeks sektor industri milik forward pe ratio kali teknikal analisis indikator stochastic oscillator saham asi cenderung sinyal reversal indikasi lemah lanjut dagang rsi area netral saham asi catat koreksi lebih support dekat level saham asi gerak rentang dagang anida ul masruroh analis resources center","negatif"
"jakartapergerakan harga saham astra international risiko tekan fase lemah jalan tutup dagang kemarin lemah poin level tumbuh pdb kuartal topang naik konsumsi rumah tangga yoy tahan lemah tren saham ticker asi kerja fundamental astra international lambat sisi profitabilitas tumbuh positif ketat gempur kompetitor pasar otomotif roa return asset roe return equity asi catat tumbuh positif sisi inventory turnover catat persero jual barang cepat banding kuartal valuasi harga saham asi diskon pasuk kuartal forward pe ratio kali historis forward pe ratio kali saham asi relatif murah banding valuasi indeks sektor industri milik forward pe ratio kali teknikal analisis saham asi bentuk pola bearish engulfing pasuk fase lemah indikator stochastic oscillator sempit konfirmasi balik tren bearish reversal relative strength index netral resistance tahan saham asi breakout level saham asi gerak rentang dagang anida ul masruroh analis resources center","negatif"
"usaha telekomunikasi pelat merah telekomunikasi persero ganti nama telkom persero hitung desember senior vice president coorate communication investor relation telkom ahmad reza sesuai nama emiten kode tlkm dasar anggar dasar ad usaha dasar usaha tulis sebut nama usaha usaha persero persero telekomunikasi singkat telkom persero prinsip ubah nama sesuai sebut catat saham bursa efek bei ahmad tulis tekan tuju persero mohon sesuai nama mata tulis sebut nama usaha acu anggar dasar ganti nama tuju bei bei umum sesuai sebut nama publik sesuai nama emiten ahmad usaha publik telkom junjung patuh compliance tata kelola usaha good coorate governance dasar buka informasi bei ganti nama dasar surat telekomunikasi persero tel lp dci tanggal november terima tanggal desember ubah nama oleh tuju menteri hukum hak asasi manusia kemenkumham surat putus ahu ah tuju ubah anggar dasar persero batas usaha persero persero telekomunikasi tanggal juni hubung hitung tanggal desember telekomunikasi persero catat bursa efek nama telkom persero kode tlkm  terang bei","netral"
"telkom persero aju mohon sesuai nama emiten tlkm bursa efek telkom persero tulis sebut nama usaha acu anggar dasar ad telkom senior vice president coorate communication investor relation telkom persero ahmad reza amin pada prinsip ubah nama sesuai sebut catat saham bursa efek  ahmad tulis terima achmad bursa efek tuju umum sesuai sebut nama tulis sebut nama usaha usaha persero persero telekomunikasi singkat telkom persero achmad kait sesuai sebut emiten ubah hitung usaha publik telkom persero senantiasa junjung patuh compliance tata kelola usaha","netral"
"telekomunikasi tlkm buka posisi calon karyawan bidang digital posisi beda telkom buka lowong kerja agustus desember telkomgroup ajak talenta baik bangsa gabung sentuh digital curah semangat makna bangsa inovasi kreasi batas wujud tulis manajemen usaha kutip lowong kerja buka agam posisi manajemen telkom buka posisi mobile developer perhati isi posisi posisi khusus kalang milik alam bidang jenis karyawan cari temporer karyawan human capital management telkom jabat edi witjara rencana rekrut karyawan upaya cari talenta baik industri telekomunikasi teknologi informasi telkom segan tawar gaji triple digit ratus saham rencana usaha telkom rekrut ribu karyawan rangka kembang persero telkom bentuk unit talenta dorong kembang edi kategori utama posisi calon karyawan rekrut tiga posisi developer desainer data analityc developer cari orang visi butuh desainer cari orang produk butuh data analytic industri telekomunikasi teknologi informasi data data bicara ujung ujung hasil profit edi dialog acara powerlunch","netral"
"politis eks politis masuk jajar urus usaha badan usaha milik negara menteri erick thohir angkat politis golkar rizal mallarangeng salah telekomunikasi tlkm tetap tuang hasil rapat pegang saham tahun rupst telkom kemarin tetap politis menteri angkat suara staf khusus menteri arya sinulingga turut rizal mallarangeng jabat urus partai golkar rizal kirim surat undur jabat wakil ketua bidang galang strategis juni ketua golkar airlangga hartarto menko ekonomi golkar rizal salah urus surat menteri tetap gabung telkom bang rizal profesional beliau alam butuh telkom arya resmi turut pilih rizal salah nilai milik wawas konten bantu kembang telkom beliau paham konten fokus telkom monitize infrastruktur infrastruktur telkom kuat telkom fokus konten bang rizal alam rizal politikus amat politik tulis alumnus ugm universitas ohio kiprah staf khusus aburizal bakrie menteri koordinator bidang ekonomi menteri koordinator bidang sejahtera rakyat tunjuk rizal rupst telkom kemarin sah putus diri presiden bukalapak muhammad fajrin rasyid digital business persero fajrin ganti faizal djoemadi jabat posisi posisi utama telkom jabat ririek adriansyah ririek angkat erick dirut telkom ganti alex sinaga rupst telkom ririek dirut telkomsel anak usaha telkom utama telkom jabat akademisi universitas rhenald kasali erick tempat politis jajar rombak jajar urus emiten jalan tol jasa marga jsmr rapat pegang saham tahun rupst erick henti hormat desi arryani subakti syukur operasi utama sorot publik arah putus erick thohir angkat zulfan lindan wakil utama independen jasa marga acu data fraksinasdem org zulfan politis nasdem komisi vi dpr ri periode tamat sekolah dasar tengah banda aceh pria lahir banda aceh november salah diri partai nasdem percaya ketua dpp bidang organisasi industri tenaga kerja kiprah politik zulfan lindan nasional duduk kursi anggota dpr ri komisi ix bidang uang rencana bangun perban partai demokrasi pdi juang catat pimpin partai demokrasi baru pdp partai nasional banteng merdeka pnbk mantap abdi partai nasdem pimpin surya paloh milu zulfan lindan hadap calon anggota legislatif incumbent dapil aceh zulfan lindan percaya duduk komisi vi bidang dagang industri investasi koperasi ukm standardisasi nasional periode nama kapitalisme adil sosial terap butir butir pancasila sesuai asli untung bangsa bidang bidang ekonomi kutip situs","netral"
"menteri badan usaha milik negara erick thohir angkat suara pilih tempat anak muda milenial duduk jajar direksi usaha strategis salah satu telekomunikasi tlkm induk usaha operator telkomsel rapat pegang saham tahun rupst telkom kemarin pegang saham sah putus diri presiden bukalapak muhammad fajrin rasyid digital business persero fajrin ganti faizal djoemadi jabat posisi posisi utama telkom jabat ririek adriansyah ririek angkat erick dirut telkom ganti alex sinaga rupst telkom ririek dirut telkomsel anak usaha telkom erick muhammad fajrin rasyid figur isi posisi jajar direksi telkom harap fajrin kontribusi ubah kuat strategi usaha telekomunikasi milik negara fajrin figur anak muda uji kiprah karya digital rekam jejak alam usia muda fajrin figur pimpin kembang digital telkom erick resmi telkom rubah kuat strategi bisnis era pasca covid kuat telkom erick key performance index kpi direksi usaha segan copot kerja penuh target tantang jajar direksi telkom milik kpi ukur copot penuh target target jajar direksi telkom rups juni komisarisdireksitahun acu lapor uang telkom hasil buku dapat konsolidasi tumbuh positif banding laba bunga pajak depresiasi amortisasi ebitda persero catat tumbuh banding tahun laba bersih raih capai tumbuh tahun","netral"
"rapat pegang saham tahun rupst telekomunikasi tlkm sah putus diri presiden bukalapak muhammad fajrin rasyid digital business fajrin ganti faizal djoemadi jabat posisi pers lepas rupst auditorium telkom landmark tower jalan gatot subroto selatan fajrin buka suara tunjuk ajar usaha salah awak media komplain suara masyarakat indihome indihome layan triple play telkom telepon rumah internet fiber interactive tv masuk usaha diskus fajrin bantu suara komplain masyarakat posisi utama telkom jabat ririek adriansyah tetap rupst ririek angkat erick dirut telkom ganti alex sinaga rupst telkom ririek dirut telkomsel anak usaha telkom jajar direksi telkom rups utama rhenald kasali alex denni ismail marcelino pandin rizal malarangeng independen marsudi wahyu kisworo independen ahmad fikri assegaf independen wawan iriawan independen candra arie setiawan direksi utama ririek adriansyah uang heri suriadi consumer service fm venusiana network solution herlan wijanarko digital business muhammad fajrin rasyid strategic portfolio budi setyawan wijaya wholesale international service dian rachmawan human capital management afriwandi enterise business service edi witjara","netral"
"rapat pegang saham tahun rupst telekomunikasi tlkm putus rombak delapan posisi direksi hadir tujuh muka posisi utama telkom jabat ririek adriansyah tetap rupst tujuh muka jajar direksi telkom muhammad fajrin rasyid digital business persero fajrin ganti faizal djoemadi jabat posisi nama nama heri suriadi fm venusiana herlan wijanarko budi setyawan wijaya dian rachmawan afriwandi isi posisi direksi jajar direksi telkom rups juni direksisementara nama ganti posisi edi witjara enterise business service edi jabat human capital management jajar direksi telkom rups","netral"
"rapat pegang saham tahun telekomunikasi persero tlkm telkom sepakat bagi dividen rupiah tara rupiah saham cermin dividend payout ratio persen laba bersih tauhn simak informasi lengkap program closing bell","netral"
