"No","Title","News","outcome"
"28","Tumbuh 7%, Laba Bersih BCA Q1-2021 Capai Rp 7,04 Triliun","Jakarta, CNBC Indonesia- PT Bank Central Asia Tbk (BBCA)  berhasil mencatatkan kinerja keuangan solid sepanjang triwulan I 2021, serta posisi permodalan dan likuiditas berada pada posisi yang sehat melewati setahun pandemi Covid-19. BCA mencatatkan laba bersih sebesar Rp 7,04 triliun pada 3 bulan pertama tahun ini, tumbuh 7% secara tahunan (YoY) dari periode yang sama tahun lalu Rp 6,58 triliun.Selengkapnya saksikan Breaking News,CNBCIndonesia (Kamis, 22/04/2021)","positif"
"29","Saham big cap: IHSG merah, BBCA, TPIA drop 4 hari, UNVR turun 3 hari","KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) terkoreksi 0,23% ke level 6.038,32 pada Selasa (20/4). IHSG tertekan saham-saham big cap yang memerah. Kemarin, dari 13 saham big cap dengan kapitalisasi pasar di atas Rp 100 triliun, 9 saham diantaranya melemah, 4 saham lain menguat harganya, Saham big cap yang turun selama 3 hari berturut: UNVR. Saham big cap yang turun 4 hari beruntun: BBCA, TPIA.      Saham big cap dengan kenaikan market cap tertinggi harian, Selasa (20/4): 1. HMSP (2,28% | Rp 156,44 triliun) 2. ASII (1,92% | Rp 214,56 triliun) 3. BBNI (0,85% | Rp 109,38 triliun) Saham big cap dengan penurunan market cap harian terdalam, Selasa (20/4): 1. ARTO (-2,48% | Rp 148,15 triliun) 2. BBRI (-1,60% | Rp 526,30 triliun) 3. UNVR (-1,19% | Rp 237,48 triliun) Saham big cap dengan kenaikan market cap mingguan tertinggi (Selasa, 20 April 2021 vs Selasa, 13 April 2021): 1. CPIN (8,93% | Rp 125,03 triliun) 2. EMTK (5,63% | Rp 149,32 triliun) 3. ASII (4,43% | Rp 214,56 triliun) Saham big cap dengan presentase penurunan market cap mingguan terdalam (Selasa, 20 April 2021 vs Selasa, 13 April 2021): 1. TPIA (-4,39% | Rp 184,57 triliun) 2. BMRI (-1,59% | Rp 286,43 triliun) 3. TLKM (-0,30% | Rp 328,88 triliun)","negatif"
"32","Jaya Sukses Makmur (RISE) memperoleh fasilitas kredit Rp 100 miliar","KONTAN.CO.ID - JAKARTA. PT Jaya Sukses Makmur Sentosa Tbk (RISE) memperoleh fasilitas kredit dari PT Bank Central Asia Tbk (BBCA) pada Kamis (15/4). Go Herliani Prayogo Sekretaris RISE mengatakan, pihaknya telah menandatangani perjanjian kredit antara perusahaan dan Bank Central Asia (BCA). “Jaya Sukses Makmur Sentosa telah menerima pemberian fasilitas kredit time loan revolving dengan jumlah pagu kredit sebesar Rp 100 miliar,” ungkapnya dalam keterbukaan informasi, Jumat (16/4). Adapun jangka waktu kredit tersebut selama 12 bulan. Jaya Sukses Makmur Sentosa akan menggunakan fasilitas kredit tersebut untuk modal kerja. Herliani menambahkan pengambilan fasilitas kredit oleh perseroan ini akan memberikan dampak yang positif untuk RISE di masa yang akan datang.","netral"
"35","Cek! 10 Saham Biang Kerok IHSG Nyungsep, Ramai Diobral Asing","Saham bank-bank papan atas masih dilepas asing yang membuat Indeks Harga Saham Gabungan (IHGS) terjerembab terus di bawah level 6.000. Dua terbesar yang dijual asing pada perdagangan Selasa kemarin (13/4/2021) yakni PT Bank Central Asia Tbk (BBCA) dan PT Bank Rakyat Indonesia (Persero) Tbk (BBRI). Pada perdagangan Selasa, IHSG ditutup turun 0,36% di posisi 5.927,44. Bahkan indeks acuan Bursa Efek Indonesia (BEI) ini sempat anjlok ke level terendah harian 5.883 sebelum akhirnya koreksinya berkurang.Data BEI mencatat, transaksi harian sebesar Rp 9,31 triliun dengan volume perdagangan 16,69 miliar saham dan frekuensi perdagangan 982.970 kali.Investor asing melego saham-saham di BEI dengan nilai net sell Rp 477,39 miliar di pasar reguler. Dengan demikian dalam sebulan terakhir perdagangan net sell tercatat sudah tembus Rp 5 triliun.Berikut saham-saham yang dilepas asing pada perdagangan Selasa kemarin.1. Bank Central Asia (BBCA), net sell Rp 259 M, saham -1,07% Rp 30.0002. Bank BRI (BBRI), Rp 88 M, saham -1,19% Rp 4.1603. Sarana Menara (TOWR), Rp 46 M, saham +3,21% Rp 1.1254. Astra (ASII), Rp 35 M, saham flat Rp 5.0755. Bank Jago (ARTO), Rp 25 M, saham -1,63% Rp 10.5506. Bank Negara Indonesia (BBNI), Rp 23 M, saham -0,85% Rp 5.8007. Semen Indonesia (SMGR), Rp 22 M, saham +5,79% Rp 10.5008. Charoen Pokphand (CPIN), Rp 16 M, saham flat Rp 7.0009. Tjiwi Kimia (TKIM), Rp 15 M, saham +0,25% Rp 9.90010. Vale Indonesia (INCO), Rp 13 M, saham -2,02% Rp 4.370Dua bank besar yakni BBCA dan BBRI memang paling banyak dilepas asing. Keduanya punya kapitalisasi pasar besar, BCA Rp 740 triliun dan terbesar di BEI, sementara BBRI Rp 513 triliun sehingga porsi kedua saham ini terhadap kapitalisasi total IHSG cukup besar.Data BEI mencatat, saham BBCA sudah terkoreksi dalam sepekan 2,68% dan sebulan terakhir juga minus 10%. Adapun saham BBRI juga minus 0,95% sepekan dan sebulan juga turun 10%.Satu saham lagi yang masuk big cap (kapitalisasi pasar di atas Rp 100 triliun) yang juga ramai dilepas asing ialah Astra International. Saham ASII sepekan turun 5,14% dan sebulan turun 8.14%.Sebelumnya Head Mirae Asset Sekuritas, Roger M.M, memprediksi gerak IHSG akan berada di level 5.892-5.735 untuk batas bawah alias support serta resisten (batas atas) 6.195-6.281.Ada dua faktor positif yang dapat mendukung pergerakan IHSG ke depannya, tetapi masih akan terdilusi oleh satu faktor negatif yaitu kondisi makroekonomi.Sentimen positif pertama adalah laporan kinerja keuangan emiten FY-2020 dan 1Q-2021. Kedua adalah aksi korporasi beberapa emiten, terutama musim dividen.Hanya saja Mirae Asset memproyeksikan nilai transaksi di bursa saham domestik sepanjang April ini masih akan cenderung terkonsolidasi sebagai imbas dari kondisi makroekonomi domestik yang belum bertenaga dan momentum Ramadan.Nilai transaksi bursa saham akan terpangkas menjadi kisaran Rp 9 triliun per hari, turun dari rerata Januari, Februari, serta Maret yang masing-masingnya Rp 20 triliun, Rp 15 triliun, dan Rp 10 triliun per hari.""April ada kemungkinan turun menjadi sekitar Rp 9 triliun per hari, faktor puasa juga biasanya akan membuat nilai transaksi harian lebih lesu dibandingkan dengan sebelumnya,"" ujar Roger, dalam pemaparannya secara virtual, Kamis pekan lalu (8/4/2021).","negatif"
"37","Satu Lagi Direksi BCA Top Up Kepemilikan Saham Berkode BBCA","Direktur PT Bank Central Asia Tbk (BBCA) Vera Eve Lim baru saja melakukan pembelian saham di bank ini. Nilai total pembelian sahamnya mencapai Rp 500,82 juta.Berdasarkan keterbukaan informasi yang dirilis perusahaan, Vera telah membeli sebanyak 16.300 unit saham pada 8 April 2021 di harga Rp 30.725/saham dengan status kepemilikan langsung.Setelah transaksi ini, saham BCA milik Vera bertambah sebanyak 181.653 saham dari sebelumnya 165.353 saham.Pembelian ini terjadi setelah rentetan pembelian saham oleh direksi BCA dilaporkan pada awal bulan ini.Mulai dari Presiden Direktur BCA Jahja Setiaatmadja, Presiden Komisaris BCA Djohan Emir Setijoso hingga komisaris dan direksinya telah melaporkan penambahan kepemilikannya di saham ini.Tercatat kepemilikan Jahja saat ini mencapai 8.159.597 saham di BCA, sedangkan Djohan saat ini memiliki 21.243.579 saham di BCA.Sedangkan Wakil Presiden Direktur BCA Suwingyo Budiman tercatat memiliki 7.639.660 saham di bank ini setelah pembelian terakhirnya di awal bulan. Komisaris lainnya, Tonny Kusnadi juga menambah kepemilikannya menjadi 1.252.653 sahamBegitu juga direksi lainnya, antara lain Subur Tan (2.913.027 saham), Gregory Hendra Lembang (34.508 saham), Rudy Susanto (428.008 saham), Lianawaty Suwono (267.797 saham), Haryanto TIara Budiman (36.197 saham) yang merupakan pembelian pertamanya, dan Santoso (318.504 saham).Pembelian ini terjadi setelah BCA mengumumkan rencana pembagian dividen untuk para pemegang sahamnya. Dalam pengumuman yang disampaikan, cum dividen untuk pasar reguler dan pasar negosiasi jatuh pada 7 April 2021 sedangkan di pasar tunai jatuh pada 9 April 2021.Sedangkan pembagian dividennya akan dilakukan pada 28 April 2021 nanti.Bank ini secara total akan membagikan dividen tunai senilai Rp 530/saham, termasuk dividen interim senilai Rp 98/saham yang telah dibayarkan pada 22 Desember 2020.","netral"
"42","Bos BCA: Bank Digital BCA Siap Operasi Pertengahan Tahun!","Manajemen PT Bank Central Asia Tbk (BBCA) mengungkapkan operasional Bank Digital BCA, hasil transformasi dari PT Bank Royal Indonesia, ditargetkan bisa beroperasi pada pertengahan tahun ini.""Royal Bank disiapkan menjadi BCA Digital, kami harap pertengahan tahun ini paling lambat bisa operasi sendiri yang bisa dioperasikan,"" kata Presiden Direktur BCA, Jahja Setiaatmadja, dalam diskusi virtual VIP Forum Digital Bank, digelar CNBC Indonesia, Kamis (8/4/2021).Jahja menjelaskan, dengan hadirnya bank digital layanan akan lebih terintegrasi dengan cakupan nasabah yang beragam. Selama ini BCA memiliki nasabah eksisting sehingga dengan adanya bank digital ada segmen tertentu yang bisa difokuskan.""Kalau kita lihat ini masalah kebutuhan, saya ambil contoh McDonald, anda datang duduk nyaman itu fast food, tapi yang digital, dia bisa pesan melalui ecommerce yang menyediakan menu itu, ada Grab, Shopee Food, GoFood,"" jelas Jahja.""Tapi ada segmen tertentu yang suka atau kurang digital, mereka cari yang drive thru. Sama kaya BCA begitu kira-kira,kita punya bank ada yang nasabah konvensional, milenial, maka ada tengah-tengah kami pikir ada segmen tertentu yang lebih fokus kalau punya Digital Bank BCA, Royal Bank disiapkan menjadi BCA Digital.""Sebelumnya Jahja menjelaskan, secara sederhana, dapat diartikan neo bank di BCA Digital adalah bank yang menjalankan seluruh bisnisnya secara digital, tidak mempunyai kantor cabang (branchless). Menurut Jahja, nantinya Bank Digital BCA juga akan tergabung dengan ekosistem perseroan seperti misalnya ATM BCA.""Iya [jadi neo bank], karena secara bank digital gak punya cabang, gak langsung handling cash, itu dompleng kepada ATM BCA,"" beber Jahja, dalam acara konferensi pers secara daring, Senin (8/2/2021).Seperti diketahui, bank digital saat ini sedang menjadi tren di mana perusahaan startup unicorn seperti PT Aplikasi Karya Anak Bangsa juga mulai masuk ke bank digital dengan berinvestasi di PT Bank Jago Tbk (ARTO) atau dulu bernama PT Bank Artos Indonesia.Beberapa nama bank yang sudah lebih dulu masuk ke digital seperti DBS Indonesia melalui Digibak dan PT Bank BTPN Tbk (BTPN) melalui Jenius. Kemudian, CT Corp juga masuk bank digital dengan mengakuisi PT Bank Harda International Tbk (BBHI).Direktur Keuangan BCA, Vera Eve Lim mengatakan, saat ini, perseroan sedang mengembangkan aplikasi Bank Digital BCA namun untuk lingkup internal. Segmen yang disasar dari Bank Digital BCA terutama kelompok milenial.""Saat ini piloting secara internal, rencana akan launch kepada masyarakat semester pertama tahun ini,"" ujarnya.BCA mengambilalih saham Bank Royal pada November 2019. ""Nilai pengambilalihan yang dilakukan adalah sebesar Rp 988.046.957.182. Transaksi bukan merupakan transaksi material,"" tulis Jahja, dalam pengumuman di Bursa Efek Indonesia.","netral"
"43","Ekonom Optimis IMF Akan Revisi ke Atas Proyeksi Pertumbuhan Ekonomi RI","Ipotnews - Kepala Ekonom PT Bank Central Asia Tbk (BBCA
), David Sumual mengaku terkejut dengan revisi ke bawah yang dilakukan Dana Moneter Internasional atau IMF pada proyeksi pertumbuhan ekonomi Indonesia. Walau demikian, Indonesia terbuka untuk kembali mendapat revisi ke atas dari IMF.
""Kemungkinan bisa saja ada lagi review ke atas. Karena konsen utama yang saya perhatikan adalah program vaksinasi,"" kata David dalam Webinar: Indonesia Macroeconomic Update 2021 secara virtual, Kamis (8/4).
David menjelaskan bahwa berdasarkan data terakhir, sebetulnya Indonesia jauh lebih baik dalam hal vaksinasi. Saat ini, Indonesia sudah tembus 12 juta dosis. Dari sisi nonprodusen vaksin, Indonesia termasuk keempat terbesar di dunia setelah Brazil, Turki, dan Jerman untuk vaksin.
""Sedangkan dari sisi produsen, Indonesia juga tidak hanya dari satu produsen. Kita hampir semua produsen sudah ada kepastian pasokan dan kita harap tidak ada masalah dari sisi pasokan,"" jelas David.
Oleh karena itu, David cukup optimistis pelaksanaan vaksinasi selesai sesuai target. Ini tentu dapat meningkatkan keyakinan masyarakat untuk beraktivitas sehingga membuat ekonomi menuju normal.
David memperkirakan IMF akan mengeluarkan kajian terbaru. Beberapa lembaga internasional termasuk IMF biasanya merilis sedikitnya dua kali dalam setahun. ""Jadi Indonesia masih terbuka mendapat revisi ke atas,"" tutup David.
Seperti diketahui, IMF dalam laporannya yang dirilis bulan April ini memangkas proyeksi pertumbuhan ekonomi Indonesia 2021 dari 4,8% menjadi 4,3%.
(Adhitya)","netral"
"44","Besok Cum Date, 4 Direktur BCA Borong Saham Jelang Dividen","Sebanyak empat orang direktur PT Bank Central Asia Tbk (BBCA) menambah kepemilikan sahamnya dengan tujuan investasi jangka panjang.Berdasarkan pengumuman yang disampaikan Corporate Secretary BCA, Raymon Yonarto, direksi yang menambah kepemilikan sahamnya tersebut antara lain, Direktur BCA Gregory Hendra Lembong yang membeli sebanyak 32.708 saham di harga Rp 32.101,98 per saham. Transaksi dilaksanakan pada 5 April 2021.Nilai transaksinya mencapai Rp 1,05 miliar. Dengan pembelian saham tersebut, kepemilikan saham BCA Gregory bertambah menjadi 34.508 saham dari sebelumnya 1,800 saham.Direksi lainnya, Santoso juga menambah sebanyak 43.611 saham atau setara Rp 1,39 miliar. Pembelian ini mengerek kepemilikan sahamnya di BCA menjadi sebanyak 318.204 saham dari sebelumnya Rp 274.593 saham.Sementara itu, Direktur BCA Subur Tan, membeli sebanyak 63.235 saham atau setara Rp 2,02 miliar. Dengan pembelian ini, porsi saham Subur meningkat menjadi 2.913.027 saham dari sebelumnya 2.849.792 saham.Wakil Presiden Direktur BCA, Suwignyo Budiman juga membeli sebanyak 82.860 saham atau setara Rp 2,65 miliar. Setelah transaksi tersebut kepemilikan saham Suwignyo di BCA menjadi 7.639.660 saham dari sebelumnya 7.556.800 saham.Seperti diketahui, akhir bulan ini, bank dengan nilai kapitalisasi pasar terbesar di Bursa Efek Indonesia ini menjadwalkan pembagian dividen tunai.BCA akan membagikan dividen tunai sebesar 48% dari perolehan laba bersih sepanjang tahun 2020 yakni sebesar Rp 13,69 triliun. Pembagian dividen tersebut telah disetujui rapat umum pemegang saham tahunan (RUPST) yang digelar perseroan pada Kamis (29/3/2021).Dengan demikian, setiap pemegang saham yang namanya tercantum dalam Daftar Pemegang Saham (DPS), akan menerima dividen senilai Rp 530 per saham, sudah termasuk dividen interim sebesar Rp 98 per saham yang telah dibagikan pada tanggal 22 Desember 2020.Cum dividen di pasar reguler dan pasar negosiasi ditetapkan pada 7 April 2021 dan ex dividen di pasar reguler dan pasar negosiasi 8 April 2021.Untuk cum dividen di pasar tunai pada 9 April 2021 dan ex dividen di pasar tunai pada 12 April 2021. Tanggal pencatatan atau recording date pada 9 April 2021 dengan pembayaran dividen tunai pada 28 April ini.Adapun cum date adalah tanggal terakhir seorang investor dapat mendaftarkan diri untuk memperoleh dividen dari kepemilikan saham suatu perusahaan tertentu.Mengacu data BEI, saham BBCA pada sesi I, Selasa ini (6/4), ditutup naik 0,24% di posisi Rp 30.850/saham dengan nilai transaksi Rp 266 miliar dan volume perdagangan 8,65 juta saham. Kapitalisasi pasarnya mencapai Rp 761 triliun dengan koreksi saham sebulan terakhir sebesar 9,26%.","netral"
"","Sesi I Asing Masih Lepas BBRI-BBCA, Borong ITMG-BMRI","Indeks Harga Saham Gabungan (IHSG) kembali ditutup di zona merah pada perdagangan sesi I Senin (5/4/2021). Indeks bursa saham acuan nasional tersebut melemah 0,46% ke level 5.963,46.Data perdagangan mencatat sebanyak 187 saham naik, 275 turun, dan 145 lainnya flat. Nilai transaksi pada perdagangan sesi I hari ini mencapai Rp 4,8 triliun dan investor asing melakukan aksi jual bersih (net sell) sebesar Rp 492 miliar di pasar reguler.Ada enam saham yang dijual oleh investor asing pada perdagangan sesi I hari ini. Berikut keenam saham yang dijual oleh investor asing pada perdagangan sesi I Senin (5/4/2021).Di kala IHSG kembali melemah dan asing juga kembali melepas beberapa saham, ada pula saham yang masih diburu oleh asing hari ini. Adapun saham-saham yang diburu oleh asing pada penutupan perdagangan sesi I hari ini adalah.Imbal hasil yield obligasi pemerintah Amerika Serikat (AS) dan dolar AS masih harus terus dipantau. Kombinasi keduanya bisa membuat pasar saham mengalami koreksi dan mata uang negara berkembang termasuk rupiah terdepresiasi.Kenaikan lanjutan yield obligasi dan dolar AS berpeluang besar untuk memicu terjadinya outflow dari pasar modal RI.
 Ketika outflow terjadi secara besar-besaran maka rupiah akan menjadi tumbal.Sentimen kedua yang juga perlu menjadi perhatian pelaku pasar adalah perkembangan proposal infrastruktur senilai US$ 2 triliun. Menurut ekonom jika proposal ini disetujui Kongres maka bisa meningkatkan output perekonomian AS sebesar 0,5 sampai dengan 1 poin persentase.Namun rencana Biden tak bisa dibilang mulus, lawan Biden tak hanya para produsen minyak di Paman Sam tetapi juga kongres yang suaranya terpecah. Beberapa Demokrat dan aktivis lingkungan khawatir momentum ini tak bisa dimanfaatkan untuk membawa perubahan.Beberapa anggota Partai Republik yang menentang paket bantuan pandemi Biden juga mengutuk tujuan presiden untuk memasukkan kebijakan iklim ke dalam undang-undang infrastruktur.Di sisi lain rencana Biden untuk menaikkan pajak juga menuai pro dan kontra. Biden juga berencana untuk menaikkan tarif pajak perusahaan AS menjadi 28% dari sebelumnya sebesar 21% yang ditetapkan di masa Presiden Trump tahun 2017 lalu.","negatif"
"3","UNVR Siap Bagikan Dividen Final Rp100 Per Saham Paling Lambat 24 Juni 2021","Ipotnews - PT Unilever Indonesia Tbk (UNVR
) berencana membagikan dividen final Rp100 per saham selambat-lambatnya pada 24 Juni 2021. Sebelumnya pada 17 Desember 2020 perseroan telah membagikan dividen interim Rp87 per saham.
Penetapan pembagian dividen tersebut disampaikan dalam keterangan resmi terkait hasil RUPS Tahunan UNVR
yang dikutip di Jakarta, Jumat (28/5). Sebagaimana diketahui, kemarin (27/5) UNVR
menggelar RUPST di Tangerang, Banten yang mengusung empat agenda rapat.
Pada agenda permintaan persetujuan penggunaan laba bersih Tahun Buku 2020, para pemegang saham menyepakati total dividen UNVR
sebesar Rp187 per saham atau setara dengan Rp7,13 triliun. Manajemen UNVR
menyebutkan, dividen interim senilai Rp87 per saham atau setara dengan Rp3,32 triliun telah dibagikan pada 17 Desember 2020.
Sebagaimana diketahui, pada tahun lalu UNVR
mampu membukukan laba bersih mencapai Rp7,16 triliun. ""Adapun pembayaran dividen final kepada pemegang saham yang berhak akan dilaksanakan selambatnya pada 24 Juni 2021,"" demikian disebutkan manajemen UNVR
dalam keterangan resmi hasil RUPST Tahun Buku 2020.
Selain itu, RUPST juga telah menyetujui pengangkatan Alissa Wahid dan Fauzi Ichsan sebagai Komisaris Independen UNVR
. Dengan demikian, saat ini susunan Dewan Komisaris Unilever Indonesia adalah sebagai berikut:
Presiden Komisaris: Hemant Bakshi
Komisaris Independen: Alexander Rusli
Komisaris Independen: Alissa Wahid
Komisaris Independen: Debora Herawati Sadrach
Komisaris Independen: Fauzi Ichsan
Komisaris Independen: Ignasius Jonan
(Budi)","positif"
"10","IHSG dibuka menguat pada awal perdagangan Kamis (6/5), asing lepas INKP, TLKM, UNVR","KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) dibuka menguat pada awal perdagangan Kamis (6/5). Pukul 09.03 WIB, IHSG menguat 2017,44 poin atau 0,29% ke 5.992,45. Sebanyak 203 saham naik, 71 saham turun dan 184 saham stagnan. Lima sektor saham selamat ke zona hijau, sedangkan lima sektor saham lainnya masuk zona merah. Indeks sektoral dengan penguatan terbesar adalah IDX Finance yang naik 0,27%, IDX Infra naik 0,23% dan IDX Trans yang naik 0,23%. Sedangkan indeks sektoral dengan pelemahan terdalam adalah sektor keuangan yang melorot 0,99%, sektor perdagangan turun 0,63% dan sektor konstruksi turun 0,41%. Total volume perdagangan saham di bursa pagi ini mencapai 915,52 miliar saham dengan total nilai Rp 431,75 miliar. Top gainers LQ5 pagi hari ini adalah: 1. PT Merdeka Copper Gold Tbk (MDKA) (2,75%)
2. Charoen Pokphand Indonesia Tbk (CPIN) (2,22%)
3. PT Japfa Comfeed Indonesia Tbk (JPFA) (2,20%) Top losers LQ45 pagi hari ini adalah: 1. PT Medco Energi Internasional Tbk (MEDC) (-1,44%)
2. PT Pabrik Kertas Tjiwi Kimia Tbk (TKIM) (-1,18%)
3. PT Indah Kiat Pulp and Paper Tbk (INKP) (-0,78%) Investor asing mencatatkan  penjualan bersih Rp 4,23 miliar di seluruh pasar. Saham-saham dengan penjualan bersih terbesar asing adalah PT Indah Kiat Pulp and Paper Tbk (INKP) Rp 7 miliar, PT Telkom Indonesia (Persero) Tbk (TLKM) Rp 5,8 miliar dan PT Unilever Indonesia Tbk (UNVR) Rp 3,5 miliar.","positif"
"11","Saham big cap: IHSG naik, EMTK turun 3 hari, ARTO, UNVR merosot 4 hari","KONTAN.CO.ID - JAKARTA. Indeks Harga Saham Gabungan (IHSG) menguat 0,19% ke level 5.963,82 pada Selasa (4/5). IHSG terangkat saham-saham big cap yang menguat. Kemarin, dari 12 saham big cap dengan kapitalisasi pasar di atas Rp 100 triliun, 6 saham diantaranya menguat dan 6 saham lain turun harganya. Saham big cap yang turun 3 hari berturut: EMTK.      Saham big cap yang drop 4 hari beruntun: ARTO, UNVR. Saham big cap dengan kenaikan market cap tertinggi harian, Selasa (4/5): 1. ASII (1,38% | Rp 222,65 triliun) 2. TLKM (1,26% | Rp 317,98 triliun) 3. BBRI (1,25% | Rp 495,77 triliun) Saham big cap dengan penurunan market cap harian terdalam, Selasa (4/5): 1. UNVR (-2,54% | Rp 219,36 triliun) 2. CPIN (-2,50% | Rp 111,91 triliun) 3. TPIA (-2,02% | Rp 172,98 triliun)","positif"
"21","Keyakinan konsumen naik, cermati saham: INDF, ICBP, UNVR, ACES dan MAPI","KONTAN.CO.ID - JAKARTA. Keyakinan konsumen mengalami peningkatan pada bulan Maret 2021. Menurut survei konsumen Bank Indonesia (BI), Indeks Keyakinan Konsumen (IKK) pada Maret 2021 tercatat sebesar 93,4 atau meningkat dari 85,8 pada bulan sebelumnya. Selain itu, Danareksa Research Intitute (DRI) juga melihat adanya peningkatan keyakinan konsumen pada bulan Maret 2021. Berdasarkan survei lembaga tersebut, Indeks Keyakinan Konsumen Maret 2021berhasil naik 0,1% mom menjadi 74,9 pada Maret. Direktur Asosiasi Riset dan Investasi Pilarmas Investindo Sekuritas Maximilianus Nico Demus mengatakan, IKK mengalami kenaikan karena memang sejauh ini ekspektasi dan harapan akan pemulihan ekonomi mulai terlihat dengan kehadiran vaksin Covid-19. Terlebih, dengan pergerakan mobilitas masyarakat yang mulai mengalami peningkatan setiap harinya. Nico menilai sejumlah sektor akan mendapat keuntungan dengan naiknya optimisme konsumen ini, seperti sektor barang konsumsi, industri dasar, perdagangan dan jasa, serta sektor manufaktur. “Ketika perputaran uang semakin besar, perbankan juga mendapatkan cipratan dari kenaikan IKK tersebut,” ujar Nico pada Kontan, Minggu (11/4). Namun Nico mengingatkan IKK bukanlah suatu variable yang pasti untuk memberikan keyakinan yang mutlak 100% bahwa perekonomian akan pulih. Ia bilang, IKK hanyalah gambaran besar bahwa konsumen yakin dan optimis bahwa perekonomian akan pulih. Artinya, sambung Nico, mereka tentu saja akan meningkatkan konsumsinya apabila perekonomian pulih. Dengan keyakinan bahwa perekonomian akan pulih, Nico melihat ke depannya hampir semua sektor akan bergerak mengalami kenaikan, tak terkecuali sektor otomotif dan properti. Dari sektor-sektor yang diuntungkan tersebut, Nico menuturkan saham PT Indofood Sukses Makmur Tbk (INDF), PT Indofood CBP Sukses Makmur Tbk (ICBP), PT Unilever Indonesia (UNVR), PT Ace Hardware Indonesia Tbk (ACES), dan PT Mitra Adiperkasa Tbk (MAPI) memiliki fundamental yang masih baik dan menarik untuk jangka panjang. Untuk itu, Nico menyarankan pelaku pasar untuk bisa mencermati saham-saham tersebut. Akan tetapi, lantaran volatilitas dan ketidakpastian di pasar masih cukup tinggi, ia merekomendasikan pelaku pasar untuk investasi jangka panjang guna mengurangi tingkat resiko. “Karena pemulihan yang sesungguhnya mungkin akan dimulai pada semester 2 mendatang,” tambahnya. Adapun target harga untuk ICBP berada di Rp 12.000, INDF dengan TP Rp 8.650, UNVR dengan target harga Rp 8.100, ACES dengan target harga Rp 1.850, dan MAPI dengan target harga Rp 950.","positif"
